Feature 1,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
31935.0,0,0.623706351,44.0,0.0,1497.0,,16.0,0.0,0.0,0.0,0.0
26044.0,0,0.0,88.0,0.0,0.0,,3.0,0.0,0.0,0.0,
19518.0,0,0.005817917,56.0,0.0,1.173572877,3450.0,5.0,0.0,2.0,0.0,3.0
60417.0,0,0.309112869,49.0,0.0,0.404611071,9628.0,12.0,0.0,2.0,0.0,3.0
36378.0,1,0.720060856,27.0,2.0,634.0,,3.0,0.0,0.0,2.0,0.0
36218.0,0,0.504720554,47.0,0.0,0.605139486,10000.0,13.0,0.0,2.0,0.0,0.0
99919.0,0,0.084384758,49.0,0.0,0.206813143,4960.0,12.0,0.0,1.0,0.0,1.0
17810.0,0,0.9999999,57.0,1.0,0.140757927,6464.0,2.0,0.0,0.0,0.0,1.0
41462.0,0,0.001178258,52.0,2.0,0.25408437,4100.0,7.0,0.0,1.0,1.0,0.0
4376.0,0,0.746737998,60.0,0.0,0.729443595,8500.0,13.0,0.0,2.0,0.0,0.0
41003.0,0,0.0,53.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0
107179.0,0,0.041297935,64.0,0.0,0.114706213,8900.0,6.0,0.0,1.0,0.0,0.0
83887.0,0,0.654767385,60.0,0.0,1.312217195,12375.0,25.0,0.0,5.0,0.0,0.0
79150.0,0,0.430436164,60.0,0.0,0.628845841,6142.0,17.0,0.0,1.0,0.0,0.0
133905.0,0,0.0,57.0,0.0,1782.0,,9.0,0.0,1.0,0.0,0.0
24834.0,0,0.001037301,69.0,0.0,1354.0,,8.0,0.0,1.0,0.0,0.0
87834.0,0,0.9999999,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,
132055.0,0,0.031519455,42.0,0.0,1.05108055,1017.0,8.0,0.0,0.0,0.0,0.0
15331.0,0,0.272057598,27.0,0.0,0.434206971,3700.0,3.0,0.0,1.0,0.0,2.0
68803.0,0,0.490276018,35.0,2.0,0.583126551,2417.0,11.0,0.0,0.0,0.0,2.0
106320.0,0,0.445000984,67.0,0.0,0.669665167,2000.0,6.0,0.0,0.0,0.0,0.0
95055.0,1,0.9999999,49.0,0.0,0.507423226,4916.0,4.0,1.0,1.0,0.0,0.0
110166.0,0,0.084765243,51.0,0.0,0.173956511,4000.0,7.0,0.0,1.0,0.0,0.0
97674.0,0,0.101488934,42.0,0.0,1415.0,,6.0,0.0,1.0,0.0,0.0
118064.0,0,0.134745288,62.0,0.0,0.040719305,14513.0,4.0,0.0,0.0,0.0,1.0
58160.0,1,0.9999999,49.0,5.0,0.443625946,9773.0,8.0,1.0,1.0,1.0,0.0
109583.0,0,0.128862543,60.0,0.0,3140.0,,13.0,0.0,2.0,0.0,0.0
107907.0,0,0.9999999,62.0,2.0,1076.0,,2.0,0.0,1.0,0.0,
125316.0,0,0.050376035,57.0,0.0,35.0,,4.0,0.0,0.0,0.0,
80705.0,0,0.032525935,72.0,0.0,0.230713422,8269.0,7.0,0.0,2.0,0.0,0.0
142733.0,0,0.629281153,33.0,1.0,0.472624466,7250.0,13.0,0.0,2.0,1.0,3.0
145106.0,0,0.143305869,42.0,0.0,0.422381468,12000.0,10.0,0.0,3.0,0.0,1.0
17187.0,0,0.9999999,34.0,0.0,0.0,1920.0,0.0,1.0,0.0,0.0,2.0
107706.0,0,0.9999999,50.0,0.0,0.15438829,16600.0,2.0,0.0,1.0,0.0,3.0
77980.0,0,0.99066408,62.0,0.0,2934.0,,17.0,0.0,0.0,0.0,0.0
46385.0,0,0.096984985,55.0,0.0,121.0,,8.0,0.0,0.0,0.0,0.0
99121.0,0,0.529022312,76.0,0.0,1.882915718,2194.0,14.0,0.0,2.0,0.0,0.0
33871.0,0,1.045740893,45.0,0.0,0.601918465,1250.0,9.0,0.0,0.0,0.0,0.0
113143.0,0,0.376178235,59.0,2.0,761.0,,7.0,0.0,0.0,0.0,2.0
122206.0,0,0.519028671,54.0,3.0,0.259727626,3083.0,8.0,0.0,1.0,2.0,0.0
59340.0,1,0.744203063,56.0,0.0,0.68304,6249.0,11.0,0.0,2.0,0.0,3.0
26719.0,0,0.440400904,53.0,0.0,0.491869919,5165.0,8.0,0.0,2.0,0.0,0.0
32787.0,0,0.02090719,66.0,0.0,3018.0,,6.0,0.0,2.0,0.0,0.0
7440.0,0,0.049160175,46.0,0.0,0.09715857,12000.0,10.0,0.0,1.0,0.0,3.0
94826.0,0,0.621598691,55.0,2.0,0.726124229,6648.0,10.0,0.0,2.0,0.0,0.0
23134.0,1,0.0,41.0,0.0,5655.0,,11.0,0.0,6.0,0.0,1.0
132368.0,0,0.040648018,70.0,0.0,0.093722981,5782.0,9.0,0.0,0.0,0.0,0.0
44620.0,0,0.013784896,40.0,0.0,0.386461354,10000.0,7.0,0.0,2.0,0.0,3.0
103634.0,0,0.0,48.0,0.0,0.268610502,7750.0,9.0,0.0,1.0,0.0,0.0
57229.0,0,0.357906351,56.0,0.0,0.161256361,5698.0,9.0,0.0,0.0,0.0,0.0
143864.0,0,0.569511958,56.0,0.0,0.238338725,9582.0,6.0,0.0,1.0,0.0,1.0
85155.0,0,0.021198439,51.0,0.0,0.208772164,7500.0,8.0,0.0,1.0,0.0,2.0
127035.0,0,0.0,63.0,0.0,0.072407551,11600.0,6.0,0.0,0.0,0.0,0.0
39471.0,0,0.008733188,74.0,0.0,0.17708286,22000.0,12.0,0.0,2.0,0.0,0.0
65464.0,0,0.9999999,71.0,0.0,42.0,,2.0,0.0,0.0,0.0,0.0
104683.0,0,0.014803977,37.0,0.0,3308.0,,13.0,0.0,2.0,0.0,0.0
83822.0,0,0.201813117,44.0,1.0,0.152587413,7149.0,7.0,0.0,0.0,0.0,2.0
46717.0,0,0.852814719,50.0,0.0,0.543025733,6100.0,5.0,0.0,1.0,0.0,0.0
108132.0,0,0.022474179,40.0,0.0,0.205672312,4900.0,7.0,0.0,0.0,0.0,2.0
23098.0,0,0.277256573,58.0,0.0,0.464229115,8833.0,12.0,0.0,1.0,0.0,2.0
49455.0,0,0.012953957,68.0,0.0,8.0,,4.0,0.0,0.0,0.0,0.0
120235.0,0,0.018086642,82.0,0.0,0.004649768,6666.0,5.0,0.0,0.0,0.0,1.0
96200.0,1,0.813249988,43.0,1.0,0.558669964,10916.0,17.0,0.0,3.0,0.0,4.0
69372.0,0,0.640894364,81.0,0.0,0.360744428,4620.0,5.0,0.0,3.0,0.0,0.0
17876.0,0,0.219813344,41.0,0.0,0.239827802,7200.0,13.0,0.0,1.0,0.0,4.0
18757.0,1,0.066886412,39.0,1.0,0.191606163,5646.0,7.0,0.0,1.0,0.0,3.0
60774.0,0,0.601231514,31.0,0.0,4990.0,,12.0,0.0,2.0,0.0,0.0
88776.0,0,0.212927757,64.0,0.0,0.357015352,2800.0,5.0,0.0,1.0,0.0,3.0
147040.0,0,0.268365817,25.0,0.0,0.004249646,12000.0,2.0,0.0,0.0,0.0,0.0
119177.0,0,0.093111567,57.0,0.0,0.077461503,15000.0,15.0,0.0,1.0,0.0,0.0
71602.0,0,0.158436837,66.0,0.0,15.0,,1.0,0.0,0.0,0.0,0.0
148005.0,0,0.920950745,39.0,1.0,0.596202003,4791.0,9.0,0.0,1.0,0.0,4.0
139018.0,0,0.322875071,54.0,0.0,0.511664075,4500.0,10.0,0.0,2.0,0.0,0.0
103981.0,0,0.079114828,48.0,1.0,0.760341017,6333.0,14.0,0.0,4.0,0.0,1.0
20678.0,0,0.042382315,47.0,0.0,0.41632296,8000.0,17.0,0.0,2.0,0.0,2.0
110767.0,0,0.05171673,45.0,0.0,0.307782036,6000.0,5.0,0.0,1.0,0.0,3.0
43229.0,0,0.311334433,35.0,0.0,0.304596019,6831.0,7.0,0.0,1.0,0.0,3.0
127027.0,0,0.556170159,39.0,1.0,0.235486891,6407.0,14.0,0.0,0.0,0.0,0.0
96392.0,0,0.008982381,64.0,0.0,0.042921887,3750.0,3.0,0.0,1.0,0.0,1.0
80652.0,0,0.645217739,43.0,0.0,0.108867428,6833.0,7.0,0.0,0.0,0.0,2.0
133095.0,0,0.047878396,65.0,0.0,107.0,,5.0,0.0,1.0,0.0,0.0
95166.0,0,0.91541509,57.0,0.0,0.359602605,14896.0,9.0,0.0,2.0,0.0,1.0
2655.0,0,0.179413254,59.0,0.0,0.273821267,10137.0,10.0,0.0,1.0,0.0,0.0
138968.0,0,0.141122076,44.0,1.0,0.386888973,7916.0,9.0,0.0,2.0,0.0,3.0
90054.0,0,0.9999999,69.0,0.0,851.0,,2.0,0.0,1.0,0.0,0.0
118910.0,0,0.179422875,41.0,0.0,0.34166011,5083.0,4.0,0.0,1.0,0.0,2.0
55531.0,0,0.020730559,72.0,0.0,0.135574639,5472.0,10.0,0.0,1.0,0.0,0.0
55632.0,0,0.048058936,58.0,0.0,0.014074758,4333.0,6.0,0.0,0.0,0.0,0.0
138617.0,0,0.122443107,38.0,0.0,0.260859131,12500.0,12.0,0.0,2.0,0.0,1.0
51968.0,0,0.206779322,44.0,0.0,0.237587471,3000.0,4.0,0.0,0.0,0.0,3.0
31703.0,0,0.012691045,28.0,0.0,253.0,,5.0,0.0,0.0,0.0,0.0
2349.0,0,0.058720891,28.0,0.0,0.074308564,3000.0,3.0,0.0,0.0,0.0,0.0
145395.0,0,0.004838554,56.0,0.0,0.156898939,6500.0,7.0,0.0,1.0,0.0,1.0
145300.0,0,0.9999999,56.0,0.0,0.088119042,4300.0,2.0,0.0,0.0,0.0,0.0
66259.0,0,0.008952968,51.0,0.0,0.370629371,1143.0,5.0,0.0,0.0,0.0,2.0
101452.0,0,0.918423918,62.0,0.0,0.226261762,4675.0,7.0,0.0,1.0,1.0,1.0
110489.0,0,0.125593606,79.0,0.0,97.0,,9.0,0.0,0.0,0.0,0.0
147694.0,0,0.049291481,41.0,0.0,0.310133757,4410.0,7.0,0.0,1.0,0.0,0.0
82989.0,0,0.030886419,73.0,0.0,0.280914606,2142.0,5.0,0.0,1.0,0.0,0.0
38721.0,0,0.000749813,71.0,0.0,0.202466256,6000.0,5.0,0.0,2.0,0.0,1.0
45489.0,0,0.832948777,49.0,0.0,2309.0,,11.0,1.0,1.0,0.0,2.0
125416.0,0,0.446919616,64.0,0.0,0.087729816,5003.0,7.0,0.0,0.0,0.0,0.0
13343.0,0,0.028257965,54.0,0.0,4637.0,,8.0,0.0,2.0,0.0,0.0
89730.0,0,0.18544634,63.0,0.0,0.112002069,3865.0,5.0,0.0,0.0,0.0,0.0
137594.0,0,0.871296128,27.0,0.0,0.29787725,4333.0,12.0,0.0,0.0,0.0,0.0
142616.0,0,0.190349539,45.0,0.0,0.518413598,6000.0,16.0,0.0,2.0,0.0,0.0
128592.0,0,0.007139369,54.0,0.0,0.121536004,18150.0,5.0,0.0,2.0,0.0,4.0
7271.0,0,0.085488318,69.0,0.0,0.236376797,9670.0,12.0,0.0,2.0,0.0,0.0
114856.0,0,0.043243717,81.0,0.0,29.0,,4.0,0.0,0.0,0.0,0.0
113476.0,0,0.214941866,61.0,0.0,0.022678186,8333.0,5.0,0.0,0.0,0.0,3.0
50043.0,0,0.432532348,43.0,0.0,0.708940303,3500.0,17.0,0.0,1.0,0.0,1.0
148997.0,0,0.025686491,46.0,0.0,0.68039468,2330.0,10.0,0.0,1.0,0.0,1.0
80112.0,0,0.9999999,29.0,0.0,676.0,,4.0,0.0,0.0,0.0,0.0
26021.0,0,0.0,34.0,0.0,0.67608098,4000.0,8.0,0.0,2.0,0.0,1.0
71471.0,0,0.157305905,44.0,0.0,0.144056289,8100.0,11.0,0.0,0.0,0.0,3.0
8309.0,0,0.03179422,81.0,0.0,0.081800446,7175.0,10.0,0.0,0.0,0.0,2.0
42040.0,0,0.0,39.0,0.0,0.355973591,11056.0,7.0,0.0,2.0,0.0,2.0
83207.0,0,0.043049388,58.0,0.0,0.409387497,4750.0,13.0,0.0,1.0,0.0,0.0
63794.0,1,0.9999999,49.0,0.0,0.024080268,2989.0,0.0,1.0,0.0,0.0,2.0
7040.0,0,0.041281461,44.0,0.0,0.725578769,7083.0,11.0,0.0,3.0,0.0,2.0
101146.0,0,0.294061766,64.0,0.0,0.064650422,8166.0,4.0,0.0,0.0,0.0,0.0
111378.0,0,0.079113535,51.0,0.0,0.581449008,2166.0,22.0,0.0,1.0,0.0,0.0
97848.0,0,0.668186545,36.0,0.0,1.037279597,5954.0,14.0,0.0,2.0,0.0,2.0
72525.0,0,0.200935823,69.0,0.0,0.329471602,10616.0,16.0,0.0,3.0,0.0,0.0
31114.0,0,0.30304367,27.0,0.0,0.279920023,3500.0,4.0,0.0,0.0,0.0,0.0
88775.0,0,0.060759326,64.0,0.0,0.270893895,11007.0,9.0,0.0,1.0,0.0,2.0
143178.0,0,0.01964504,71.0,0.0,13.0,,5.0,0.0,0.0,0.0,0.0
129665.0,1,0.32183908,28.0,0.0,0.317835671,2494.0,8.0,0.0,0.0,0.0,0.0
145646.0,0,0.264392215,69.0,0.0,0.19897084,1748.0,6.0,0.0,0.0,0.0,0.0
75370.0,0,0.082650328,69.0,0.0,0.060842434,1922.0,10.0,1.0,0.0,0.0,0.0
20475.0,0,0.512052854,44.0,0.0,0.253598058,11533.0,4.0,0.0,2.0,1.0,3.0
61116.0,0,0.001104267,46.0,0.0,0.285007072,8483.0,6.0,0.0,1.0,0.0,3.0
120855.0,0,0.0,29.0,1.0,0.0,2200.0,5.0,0.0,0.0,0.0,0.0
63582.0,0,0.0,48.0,0.0,0.292426893,4000.0,15.0,0.0,1.0,0.0,0.0
29635.0,0,0.524744555,55.0,1.0,0.227128812,6000.0,6.0,0.0,1.0,0.0,1.0
30720.0,0,0.845022894,69.0,0.0,0.584631095,11750.0,15.0,0.0,2.0,0.0,0.0
50183.0,0,0.078384159,44.0,0.0,1664.0,0.0,9.0,0.0,1.0,0.0,2.0
3497.0,0,0.044561804,59.0,0.0,1595.0,0.0,7.0,0.0,1.0,0.0,2.0
21136.0,0,0.008483779,85.0,0.0,0.005197921,2500.0,6.0,0.0,0.0,0.0,0.0
57502.0,0,0.118586703,52.0,0.0,0.586904354,5833.0,7.0,0.0,3.0,0.0,2.0
116926.0,0,0.931391408,51.0,0.0,0.292856571,12500.0,9.0,0.0,3.0,0.0,2.0
143416.0,0,0.02745565,87.0,0.0,60.0,,6.0,0.0,0.0,0.0,
11569.0,0,0.49770465,50.0,1.0,0.550202884,11582.0,18.0,0.0,5.0,0.0,1.0
70302.0,0,0.9999999,38.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
111932.0,0,0.061231292,50.0,0.0,1171.0,,4.0,0.0,1.0,0.0,0.0
28412.0,0,0.22475646,64.0,0.0,0.437731196,3243.0,14.0,0.0,1.0,0.0,0.0
56132.0,1,0.732326767,37.0,4.0,0.299717453,4600.0,9.0,0.0,0.0,0.0,2.0
42765.0,0,0.031714676,51.0,0.0,2631.0,,18.0,0.0,1.0,0.0,4.0
40042.0,0,0.065587406,65.0,0.0,0.635868278,4220.0,13.0,0.0,1.0,0.0,0.0
127482.0,0,0.069857194,61.0,1.0,0.30525558,8333.0,6.0,0.0,2.0,0.0,0.0
89003.0,0,0.011118371,75.0,0.0,2.584980237,505.0,12.0,0.0,1.0,0.0,0.0
134922.0,0,0.9999999,46.0,2.0,0.076208178,2151.0,2.0,0.0,0.0,0.0,0.0
7161.0,0,0.9999999,40.0,1.0,0.424924121,5600.0,4.0,0.0,1.0,0.0,3.0
126524.0,0,0.03172311,63.0,0.0,0.01118608,5631.0,8.0,0.0,0.0,0.0,0.0
122035.0,0,0.261341394,75.0,0.0,0.310784461,6666.0,14.0,0.0,2.0,0.0,1.0
149205.0,0,0.173629018,45.0,0.0,0.187770229,6475.0,7.0,0.0,2.0,0.0,2.0
147918.0,0,0.448131337,55.0,0.0,0.465124953,2680.0,5.0,0.0,1.0,0.0,0.0
111845.0,1,0.427350427,48.0,0.0,0.060338201,2601.0,1.0,0.0,0.0,0.0,0.0
48032.0,0,0.019275624,71.0,1.0,0.398634368,6150.0,27.0,0.0,1.0,0.0,1.0
32170.0,0,0.068018241,26.0,0.0,0.006165639,6000.0,3.0,0.0,0.0,0.0,0.0
103660.0,0,0.251147182,34.0,0.0,0.693450743,5450.0,17.0,0.0,2.0,0.0,1.0
34966.0,0,0.224367989,47.0,0.0,0.280226164,12910.0,5.0,0.0,1.0,0.0,5.0
9399.0,0,0.0,58.0,2.0,0.32906055,5928.0,10.0,0.0,2.0,0.0,0.0
79369.0,0,0.174130423,53.0,0.0,0.375684842,3832.0,11.0,0.0,1.0,0.0,0.0
121034.0,0,0.076997345,75.0,0.0,0.141010576,850.0,9.0,0.0,1.0,1.0,0.0
62590.0,0,0.9999999,30.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0
89780.0,0,0.593807273,36.0,0.0,0.280146163,9851.0,8.0,0.0,1.0,0.0,2.0
37045.0,0,0.023066165,74.0,0.0,0.170488374,12428.0,17.0,0.0,2.0,0.0,1.0
13136.0,0,0.956295638,45.0,0.0,3248.0,,16.0,0.0,1.0,0.0,0.0
117057.0,0,0.062192937,37.0,0.0,0.321711569,4416.0,8.0,0.0,2.0,0.0,1.0
125221.0,0,0.333104765,62.0,0.0,0.507337526,6200.0,17.0,0.0,1.0,0.0,0.0
79579.0,0,0.971730637,25.0,2.0,0.536181943,1450.0,6.0,0.0,0.0,0.0,0.0
62133.0,0,0.105010647,53.0,0.0,0.396371947,7000.0,11.0,0.0,1.0,0.0,0.0
94175.0,0,0.077224829,43.0,0.0,30.0,,2.0,0.0,0.0,0.0,0.0
137461.0,0,0.039708994,63.0,0.0,0.009300163,4300.0,10.0,0.0,0.0,1.0,1.0
68609.0,1,0.115414737,50.0,2.0,0.758413862,3000.0,17.0,0.0,0.0,0.0,0.0
121127.0,0,0.248067675,64.0,0.0,0.162365489,10500.0,26.0,0.0,1.0,0.0,0.0
19257.0,0,0.293334242,37.0,0.0,0.329185646,9000.0,6.0,0.0,2.0,0.0,0.0
92748.0,0,0.113350932,27.0,0.0,0.014996251,4000.0,4.0,0.0,0.0,0.0,0.0
87507.0,0,0.008175152,50.0,0.0,0.08974359,7955.0,7.0,0.0,1.0,0.0,2.0
123395.0,0,0.038187238,41.0,0.0,0.420698633,9217.0,4.0,0.0,2.0,0.0,0.0
107479.0,0,0.9999999,22.0,0.0,142.0,,1.0,0.0,0.0,0.0,0.0
6407.0,1,0.314595927,63.0,1.0,0.338830585,3334.0,11.0,0.0,1.0,0.0,1.0
145481.0,0,0.299680591,42.0,0.0,0.432439939,7200.0,11.0,0.0,2.0,0.0,4.0
142384.0,0,0.024151456,80.0,0.0,0.988125,4799.0,10.0,0.0,2.0,0.0,0.0
111841.0,0,0.9999999,67.0,0.0,0.081233546,2658.0,1.0,1.0,0.0,0.0,0.0
73028.0,0,0.067915858,51.0,0.0,0.332888934,9750.0,16.0,0.0,2.0,0.0,3.0
35184.0,1,0.044695277,60.0,0.0,1885.0,,7.0,0.0,1.0,0.0,
8117.0,0,0.143571286,72.0,0.0,27.0,,3.0,0.0,0.0,0.0,0.0
56774.0,0,0.0117052,88.0,0.0,0.333705357,3583.0,11.0,0.0,2.0,0.0,0.0
146694.0,0,0.596347384,58.0,0.0,0.401485788,6191.0,11.0,0.0,3.0,0.0,3.0
120642.0,0,0.178817591,36.0,0.0,0.267773223,10000.0,7.0,0.0,1.0,0.0,5.0
141502.0,0,0.048025033,35.0,0.0,0.017050837,3166.0,5.0,0.0,0.0,0.0,0.0
35222.0,0,0.625764655,67.0,1.0,0.51628866,7274.0,16.0,0.0,2.0,0.0,0.0
95833.0,0,0.402991184,62.0,0.0,1.015748031,8000.0,19.0,0.0,3.0,0.0,0.0
20538.0,0,0.000838656,35.0,0.0,0.360223237,1970.0,9.0,0.0,1.0,0.0,0.0
27751.0,0,0.52841993,60.0,0.0,0.240646613,12000.0,8.0,0.0,1.0,0.0,1.0
74789.0,0,0.018497943,70.0,0.0,0.262144054,1193.0,12.0,0.0,1.0,0.0,0.0
52861.0,0,0.051223394,56.0,1.0,0.008331945,6000.0,7.0,0.0,0.0,0.0,0.0
128590.0,0,0.081261249,52.0,0.0,54.0,,6.0,0.0,0.0,0.0,0.0
37947.0,0,0.172091683,60.0,0.0,1198.0,,10.0,0.0,1.0,0.0,0.0
132648.0,1,1.013289037,38.0,0.0,0.002367798,3800.0,1.0,0.0,0.0,0.0,0.0
105795.0,0,0.094080497,59.0,0.0,0.138664947,3100.0,10.0,0.0,0.0,0.0,1.0
77941.0,0,0.04312856,68.0,0.0,2713.0,,11.0,0.0,2.0,0.0,0.0
135133.0,0,0.033406277,81.0,0.0,0.003561888,10106.0,2.0,0.0,0.0,0.0,0.0
66161.0,0,0.306404788,56.0,0.0,0.16501432,9077.0,8.0,0.0,0.0,0.0,2.0
131941.0,0,0.837652015,45.0,0.0,6628.0,,11.0,0.0,1.0,0.0,0.0
40409.0,0,0.0,83.0,0.0,1199.0,,3.0,0.0,1.0,0.0,0.0
26222.0,0,0.382557108,43.0,0.0,0.149026361,7548.0,7.0,0.0,0.0,0.0,0.0
102042.0,0,0.972816046,58.0,0.0,0.734433765,4785.0,9.0,0.0,1.0,0.0,2.0
123586.0,0,1.035249119,46.0,0.0,0.118993135,15731.0,4.0,0.0,0.0,0.0,4.0
4061.0,0,0.018573086,42.0,0.0,0.210842035,4500.0,10.0,0.0,1.0,0.0,0.0
59198.0,0,0.062996684,66.0,0.0,0.011662779,3000.0,3.0,0.0,0.0,0.0,0.0
126094.0,0,0.054573405,42.0,1.0,0.705658868,5000.0,8.0,1.0,4.0,0.0,2.0
40317.0,0,0.032448378,42.0,0.0,19.0,,1.0,0.0,0.0,0.0,0.0
61198.0,0,0.00885054,57.0,0.0,0.003832695,6000.0,15.0,0.0,0.0,0.0,1.0
52629.0,0,0.028043911,62.0,0.0,312.0,,15.0,0.0,0.0,0.0,0.0
3564.0,0,0.09631241,29.0,0.0,0.067418426,4167.0,6.0,0.0,0.0,0.0,0.0
144332.0,0,0.0,50.0,0.0,0.0,5922.0,3.0,0.0,0.0,0.0,0.0
35160.0,0,0.013512905,68.0,0.0,0.037077342,12864.0,8.0,0.0,0.0,0.0,0.0
94187.0,0,0.361977586,39.0,0.0,0.618561894,7940.0,14.0,0.0,1.0,0.0,3.0
47464.0,0,0.009093862,53.0,0.0,0.001666482,9000.0,7.0,0.0,0.0,0.0,2.0
117438.0,0,0.025731679,63.0,0.0,1440.0,,6.0,0.0,1.0,0.0,0.0
131835.0,0,0.067933962,62.0,0.0,869.0,,10.0,0.0,0.0,0.0,
82670.0,0,0.099671911,39.0,0.0,0.310844578,2000.0,18.0,0.0,1.0,0.0,1.0
29407.0,0,0.040973139,47.0,0.0,1.081986336,6000.0,19.0,0.0,6.0,0.0,0.0
3949.0,0,0.057387692,52.0,0.0,0.225352113,2200.0,4.0,0.0,1.0,0.0,0.0
4943.0,0,0.29194258,29.0,0.0,0.457344452,3117.0,6.0,0.0,1.0,0.0,1.0
119810.0,0,0.059837606,61.0,0.0,0.215317994,19166.0,4.0,0.0,3.0,0.0,1.0
18847.0,0,0.0,62.0,0.0,0.226893403,6350.0,4.0,0.0,2.0,0.0,0.0
26545.0,0,0.9999999,35.0,0.0,1858.0,0.0,4.0,0.0,1.0,0.0,0.0
83556.0,1,0.843263129,54.0,0.0,0.181587894,15000.0,4.0,0.0,0.0,0.0,1.0
130492.0,0,0.030193649,71.0,0.0,18.0,,3.0,0.0,0.0,0.0,0.0
74778.0,0,0.157307115,38.0,0.0,0.169052488,4400.0,4.0,0.0,0.0,0.0,1.0
159.0,0,0.147712223,40.0,0.0,0.034847816,6800.0,6.0,0.0,0.0,0.0,3.0
131875.0,0,0.526505404,61.0,0.0,0.117892068,5521.0,9.0,0.0,0.0,0.0,1.0
121681.0,0,0.089103656,47.0,0.0,0.357630273,6447.0,12.0,0.0,1.0,0.0,0.0
132662.0,0,0.025998143,35.0,0.0,0.085980893,4500.0,3.0,0.0,0.0,0.0,3.0
14014.0,0,0.150140208,46.0,0.0,0.507121704,7090.0,17.0,0.0,3.0,0.0,2.0
9347.0,1,0.052274567,65.0,0.0,0.061472005,6018.0,8.0,0.0,0.0,0.0,0.0
116975.0,0,0.478855155,63.0,0.0,0.664978003,7500.0,22.0,0.0,2.0,0.0,0.0
96158.0,0,0.004379837,72.0,0.0,0.247738601,5416.0,9.0,0.0,1.0,0.0,0.0
103037.0,0,0.082121049,32.0,0.0,0.375124975,5000.0,12.0,0.0,1.0,0.0,0.0
83582.0,0,0.008470339,63.0,0.0,1006.0,,13.0,0.0,2.0,0.0,0.0
21095.0,0,0.699133698,47.0,0.0,0.496138119,2200.0,11.0,0.0,0.0,0.0,0.0
55788.0,0,0.486474628,54.0,0.0,0.091660128,21666.0,7.0,0.0,0.0,0.0,3.0
83277.0,0,0.014208449,79.0,0.0,0.12371907,4000.0,8.0,0.0,0.0,0.0,0.0
31308.0,0,0.478937408,48.0,0.0,1.304199219,2047.0,13.0,0.0,1.0,0.0,3.0
112489.0,0,0.784205649,38.0,1.0,0.203131703,4661.0,6.0,0.0,0.0,0.0,2.0
78830.0,0,0.981624042,55.0,0.0,0.960760017,7262.0,14.0,0.0,2.0,0.0,0.0
126483.0,0,0.001659053,71.0,0.0,0.000109487,18266.0,5.0,0.0,0.0,0.0,0.0
95337.0,0,0.79654389,45.0,1.0,0.9701458,4320.0,12.0,0.0,1.0,0.0,3.0
146572.0,0,0.020255451,68.0,0.0,0.307597282,1618.0,6.0,0.0,0.0,0.0,1.0
129070.0,0,0.614979557,55.0,0.0,0.288184215,12897.0,10.0,0.0,2.0,0.0,1.0
46922.0,1,0.976047904,46.0,1.0,0.049006296,8100.0,2.0,1.0,0.0,0.0,2.0
127831.0,0,0.06036615,45.0,0.0,2612.0,,14.0,0.0,2.0,0.0,3.0
121812.0,1,0.986820428,43.0,2.0,0.655292328,4600.0,12.0,0.0,1.0,0.0,3.0
90009.0,0,0.00623029,34.0,0.0,1171.0,,4.0,0.0,1.0,0.0,0.0
14311.0,0,0.073751265,52.0,0.0,0.1398555,13563.0,5.0,0.0,2.0,0.0,1.0
104360.0,0,0.052512421,50.0,0.0,0.019427671,3808.0,3.0,0.0,0.0,0.0,3.0
63703.0,0,0.16504333,47.0,0.0,0.473410602,11733.0,25.0,0.0,3.0,0.0,4.0
110112.0,0,0.027424314,45.0,0.0,1232.0,,5.0,0.0,1.0,0.0,0.0
31476.0,0,0.025716912,58.0,0.0,1.520826391,3000.0,10.0,0.0,2.0,0.0,0.0
30825.0,0,0.039067618,45.0,0.0,0.098687122,6778.0,6.0,0.0,0.0,0.0,3.0
49007.0,0,0.056520366,28.0,0.0,0.002357448,6786.0,5.0,0.0,0.0,0.0,1.0
58573.0,0,0.005737258,70.0,0.0,28.0,,2.0,0.0,0.0,0.0,0.0
14010.0,0,0.0,30.0,0.0,2655.0,,2.0,0.0,1.0,0.0,0.0
125968.0,0,0.641114518,48.0,0.0,1.187930469,3048.0,10.0,0.0,2.0,0.0,0.0
89630.0,0,0.071415598,48.0,0.0,0.429357064,10000.0,15.0,0.0,2.0,0.0,0.0
107487.0,0,1.573705179,45.0,1.0,0.24986849,1900.0,3.0,1.0,0.0,1.0,0.0
149885.0,0,0.80604511,51.0,0.0,0.36004761,5040.0,15.0,0.0,1.0,0.0,5.0
120107.0,0,0.075337565,73.0,0.0,1.916736053,1200.0,18.0,0.0,2.0,0.0,0.0
65994.0,0,0.124687507,35.0,0.0,0.244806094,5775.0,16.0,0.0,2.0,0.0,3.0
