e_cblp;e_cp;e_cparhdr;e_maxalloc;e_sp;e_lfanew;NumberOfSections;CreationYear;FH_char0;FH_char1;FH_char2;FH_char3;FH_char4;FH_char5;FH_char6;FH_char7;FH_char8;FH_char9;FH_char10;FH_char11;FH_char12;FH_char13;FH_char14;MajorLinkerVersion;MinorLinkerVersion;SizeOfCode;SizeOfInitializedData;SizeOfUninitializedData;AddressOfEntryPoint;BaseOfCode;BaseOfData;ImageBase;SectionAlignment;FileAlignment;MajorOperatingSystemVersion;MinorOperatingSystemVersion;MajorImageVersion;MinorImageVersion;MajorSubsystemVersion;MinorSubsystemVersion;SizeOfImage;SizeOfHeaders;CheckSum;Subsystem;OH_DLLchar0;OH_DLLchar1;OH_DLLchar2;OH_DLLchar3;OH_DLLchar4;OH_DLLchar5;OH_DLLchar6;OH_DLLchar7;OH_DLLchar8;OH_DLLchar9;OH_DLLchar10;SizeOfStackReserve;SizeOfStackCommit;SizeOfHeapReserve;SizeOfHeapCommit;LoaderFlags;sus_sections;non_sus_sections;packer;packer_type;E_text;E_data;filesize;E_file;fileinfo;class
144.0;3.0;4.0;65535.0;184.0;128.0;5.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;5.0;0.0;69120.0;75776.0;0.0;49424.0;4096.0;73728.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;8871369.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;5.0;1;InstallShield2000;6.5383297515228085;1.7037259517114927;8820072.0;7.9965785982441;1;0
144.0;3.0;4.0;65535.0;184.0;224.0;4.0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;7.0;4.0;135168.0;38912.0;212480.0;22648.0;4096.0;139264.0;1;1;1;4.0;0.0;0.0;0.0;5.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;6.3979571833455315;7.992546260876303;178176.0;6.88997942234064;0;1
144.0;3.0;4.0;65535.0;184.0;232.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;9.0;0.0;16896.0;13312.0;0.0;19415.0;4096.0;24576.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;6.091836709477454;3.3939338268122214;30208.0;6.136885116492251;0;0
144.0;3.0;4.0;65535.0;184.0;128.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;8.0;30.0;3584.0;40960.0;0.0;6034.0;4096.0;8192.0;1;1;1;4.0;0.0;1.0;0.0;4.0;0.0;1;1;98429.0;2.0;0;0;0;0;0;0;0;0;0;0;0;2097152.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.649847454959333;7.198330577917136;45568.0;6.869563640133107;1;1
144.0;3.0;4.0;65535.0;184.0;248.0;4.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;7.0;10.0;4096.0;77824.0;0.0;5997.0;4096.0;8192.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;5.642987659286274;0.1568610380778567;86016.0;4.58241495394612;0;1
144.0;3.0;4.0;65535.0;184.0;232.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;9.0;0.0;45056.0;17408.0;0.0;24336.0;4096.0;49152.0;0;1;1;6.0;1.0;6.0;1.0;5.0;0.0;1;1;101739.0;2.0;1;0;1;0;0;0;0;0;0;0;0;262144.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;6.512360031722437;5.913763911053445;67968.0;6.154478570854733;1;0
144.0;3.0;4.0;65535.0;184.0;240.0;7.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;0.0;102912.0;0.0;5216.0;4096.0;4096.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;145817.0;2.0;0;0;0;0;1;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;4.0;3.0;0;NoPacker;0.0;5.605154810011647;103424.0;5.645958441197814;0;1
144.0;3.0;4.0;65535.0;184.0;224.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;57344.0;36864.0;0.0;47296.0;4096.0;61440.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;0;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;5.963920150549103;6.1598255622604565;98304.0;5.668485267667177;1;1
144.0;3.0;4.0;65535.0;184.0;224.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;10.0;7680.0;8192.0;0.0;10102.0;4096.0;12288.0;1;1;1;6.0;2.0;6.0;2.0;6.0;2.0;1;1;80735.0;3.0;1;0;1;0;0;0;0;1;0;0;0;262144.0;8192.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.199885642523812;1.0900585979840711;16384.0;5.50654595892983;1;0
144.0;3.0;4.0;65535.0;184.0;288.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;9.0;0.0;1479680.0;273408.0;0.0;1354096.0;4096.0;1486848.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;1797770.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.344468310560915;4.0828735238918314;1762848.0;6.43009337072291;1;0
144.0;3.0;4.0;65535.0;184.0;208.0;6.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;0.0;28672.0;445952.0;16896.0;14819.0;4096.0;32768.0;1;1;1;5.0;0.0;6.0;0.0;5.0;0.0;1;1;0.0;2.0;1;0;1;0;1;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;2.0;4.0;0;NoPacker;6.497884651859418;1.472782260995971;88677010.0;7.9999834855084195;0;0
144.0;3.0;4.0;65535.0;184.0;216.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;39936.0;7168.0;0.0;10880.0;4096.0;45056.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;69087.0;2.0;0;0;0;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;5.979690777965134;2.9164769468590683;48128.0;5.876694283211346;1;1
144.0;3.0;4.0;65535.0;184.0;128.0;3.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;8.0;0.0;19456.0;1536.0;0.0;27534.0;8192.0;32768.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;63453.0;3.0;1;0;1;0;1;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;2.0;1;NETDLLMicrosoft;5.211486631863777;0.0;27552.0;5.723789108928771;0;0
144.0;3.0;4.0;65535.0;184.0;232.0;5.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;7.0;10.0;86016.0;36864.0;0.0;51104.0;4096.0;90112.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;5.0;1;Armadillov171;6.88213000905188;2.112591859772837;126976.0;5.817370338643516;0;1
144.0;3.0;4.0;65535.0;184.0;240.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;8.0;0.0;20992.0;12800.0;0.0;22268.0;4096.0;28672.0;0;1;1;4.0;0.0;0.0;0.0;5.0;1.0;1;1;91755.0;3.0;1;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;4096.0;4096.0;1;1.0;3.0;0;NoPacker;6.721893120417551;1.1707429788787787;33088.0;6.895963823808795;1;0
144.0;3.0;4.0;65535.0;184.0;240.0;4.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;8.0;0.0;73728.0;65536.0;0.0;12782.0;4096.0;77824.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;7.524574195639102;7.779964990430301;130560.0;7.3454563190687745;1;1
144.0;3.0;4.0;65535.0;184.0;248.0;6.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;7168.0;160768.0;0.0;6482.0;4096.0;12288.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;97505.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;2.0;4.0;0;NoPacker;5.4096325967843315;7.823603776289538;60416.0;7.4225963799907735;0;1
144.0;3.0;4.0;65535.0;184.0;240.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;10.0;31232.0;32768.0;0.0;32803.0;4096.0;36864.0;1;1;1;6.0;2.0;6.0;2.0;6.0;2.0;1;1;126499.0;2.0;1;0;1;0;0;0;0;1;0;0;0;262144.0;8192.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.303250876125281;0.8668290619839298;64512.0;5.777096152279686;1;0
144.0;3.0;4.0;65535.0;184.0;124.0;4.0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;255.0;0.0;2560.0;773120.0;0.0;4216.0;4096.0;8192.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;7.307502075161785;0.0;776704.0;7.950902513667669;0;1
144.0;3.0;4.0;65535.0;184.0;192.0;2.0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;7.0;10.0;0.0;7680.0;0.0;0.0;4096.0;4096.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;80612.0;2.0;0;0;0;0;1;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;1.0;0;NoPacker;0.0;0.0;15944.0;5.597325038572132;1;0
144.0;3.0;4.0;65535.0;184.0;224.0;6.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;6144.0;84480.0;0.0;7204.0;4096.0;12288.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;141973.0;2.0;1;0;0;0;1;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;2.0;4.0;0;NoPacker;6.489344468184917;0.0;92160.0;7.657300592631594;1;1
144.0;3.0;4.0;65535.0;184.0;256.0;5.0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;6.0;0.0;356352.0;90112.0;0.0;310944.0;4096.0;360448.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;512334.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.466784458441783;5.243711304765118;459392.0;6.583949942631119;1;0
46.0;3.0;4.0;65535.0;184.0;200.0;3.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;36864.0;61440.0;0.0;5938.0;4096.0;40960.0;1;1;1;4.0;0.0;1.0;0.0;4.0;0.0;1;1;110391.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;3.0;0.0;0;NoPacker;0.0;0.0;157332.0;6.158908839024488;1;1
144.0;3.0;4.0;65535.0;184.0;192.0;1.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;10.0;0.0;0.0;47104.0;0.0;0.0;4096.0;4096.0;1;1;1;5.0;1.0;0.0;0.0;5.0;1.0;1;1;110879.0;2.0;0;0;1;0;1;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;1.0;0;NoPacker;0.0;0.0;54392.0;4.924337314956953;1;0
144.0;3.0;4.0;65535.0;184.0;232.0;6.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;6144.0;88576.0;0.0;6931.0;4096.0;12288.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;117031.0;2.0;1;0;0;0;1;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;2.0;4.0;0;NoPacker;6.491932487983273;0.0;96256.0;7.631248505413514;1;1
144.0;3.0;4.0;65535.0;184.0;208.0;4.0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;0.0;38400.0;0.0;4426.0;4096.0;4096.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;78906.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;0.0;5.564096656376878;39424.0;5.584758205085552;0;1
144.0;3.0;4.0;65535.0;184.0;248.0;5.0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;6.0;0.0;36864.0;61440.0;0.0;14627.0;4096.0;40960.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;154952.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;1;Armadillov1xxv2xx;6.423542304027126;0.8345417156412833;99896.0;5.277293019133243;1;0
144.0;3.0;4.0;65535.0;184.0;176.0;4.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;5.0;12.0;4608.0;262144.0;0.0;4096.0;4096.0;12288.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;6.440989754621796;3.4287540298981907;268800.0;7.5646873110453905;0;1
144.0;3.0;4.0;65535.0;184.0;128.0;3.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;8.0;0.0;405504.0;2560.0;0.0;413470.0;8192.0;417792.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;1;0;1;0;1;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;2.0;1;NETexecutableMicrosoft;6.644047903573081;0.0;408576.0;6.648802193476658;0;1
144.0;3.0;4.0;65535.0;184.0;232.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;0.0;48128.0;0.0;5328.0;4096.0;4096.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;62365.0;2.0;0;0;0;0;1;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;0.0;6.5182993164788;48640.0;6.454706161173015;0;1
144.0;3.0;4.0;65535.0;184.0;240.0;4.0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;3584.0;3584.0;0.0;5783.0;4096.0;8192.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;31128.0;3.0;0;0;0;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;5.514542656997853;0.35275948821577235;8192.0;5.152309985885685;0;0
80.0;2.0;4.0;65535.0;184.0;256.0;6.0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;2.0;25.0;57344.0;53760.0;0.0;15156.0;4096.0;61440.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;16384.0;1048576.0;4096.0;1;4.0;2.0;0;NoPacker;0.0;0.0;112128.0;7.67296483123489;0;1
144.0;3.0;4.0;65535.0;184.0;200.0;4.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;512.0;3491328.0;0.0;4096.0;4096.0;8192.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;3543749.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;4096.0;4096.0;1;0.0;4.0;1;WiseInstallerStub;5.5537601232168505;0.2694448386073115;3498312.0;7.998739318152775;0;0
144.0;3.0;4.0;65535.0;184.0;240.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;8.0;0.0;9728.0;7680.0;0.0;11878.0;4096.0;16384.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;58866.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.214149777498331;3.2343944957125945;23848.0;6.3651194258923525;1;0
144.0;3.0;4.0;65535.0;184.0;224.0;4.0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;46592.0;94208.0;0.0;8674.0;4096.0;53248.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;116598.0;2.0;0;0;0;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;6.6473285663049415;3.989092677223632;141824.0;7.475073732417988;0;1
144.0;3.0;4.0;65535.0;184.0;224.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;17658.0;0.0;0.0;4397.0;4096.0;16384.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;78177.0;2.0;0;0;0;0;0;0;0;0;0;0;0;2097152.0;32768.0;2097152.0;32768.0;1;1.0;4.0;0;NoPacker;6.101684624763579;5.831997305064464;61440.0;6.14959621650448;0;1
0.0;0.0;0.0;0.0;0.0;216.0;3.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;0.0;133120.0;14848.0;0.0;93589.0;4096.0;139264.0;1;1;1;5.0;1.0;1.0;0.0;5.0;1.0;1;1;0.0;2.0;0;0;1;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;2.0;0;NoPacker;6.691224579860198;1.591197566034421;141824.0;6.666514278884822;0;1
144.0;3.0;4.0;65535.0;184.0;216.0;7.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;88.0;0.0;171008.0;38400.0;0.0;119615.0;4096.0;176128.0;1;1;1;5.0;1.0;0.0;0.0;5.0;1.0;1;1;244431.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;5.0;2.0;0;NoPacker;0.0;5.735787555491822;210432.0;7.152057684249933;0;1
128.0;1.0;4.0;65535.0;320.0;128.0;5.0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;5.0;0.0;40448.0;2737664.0;0.0;33460.0;4096.0;45056.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;16777216.0;4096.0;1;0.0;5.0;0;NoPacker;6.418371060911411;7.9995682798503465;2779136.0;7.996225228462229;0;1
144.0;3.0;4.0;65535.0;184.0;256.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;8.0;0.0;189952.0;86016.0;0.0;188241.0;4096.0;196608.0;1;1;1;4.0;0.0;0.0;0.0;5.0;1.0;1;1;266158.0;3.0;1;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;10000.0;4096.0;1;1.0;3.0;0;NoPacker;6.727805357072315;1.8725087207643885;263456.0;6.166550726538402;1;0
144.0;3.0;4.0;65535.0;184.0;192.0;5.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;53248.0;12288.0;0.0;5724.0;4096.0;57344.0;1;1;1;4.0;0.0;2.0;0.0;4.0;0.0;1;1;88764.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;3.0;2.0;1;PECompactV2XBitsumTechnologies;7.976909617438684;0.0;97280.0;7.6689473192033235;0;1
144.0;3.0;4.0;65535.0;184.0;240.0;3.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;2.0;15.0;22528.0;79872.0;0.0;18695.0;4096.0;28672.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;13631488.0;20480.0;5242880.0;16384.0;1;1.0;2.0;0;NoPacker;3.7930569493905217;0.0;103424.0;5.678278044238184;0;1
144.0;3.0;4.0;65535.0;184.0;128.0;5.0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;2.0;56.0;110592.0;117760.0;0.0;4768.0;4096.0;114688.0;1;1;1;4.0;0.0;1.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;2097152.0;4096.0;1048576.0;4096.0;1;0.0;5.0;1;MinGWGCC3x;6.014845305690832;0.3393233800159221;118784.0;6.039485418823098;0;1
144.0;3.0;4.0;65535.0;184.0;256.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;10.0;0.0;170496.0;73728.0;0.0;96805.0;4096.0;176128.0;1;1;1;5.0;1.0;0.0;0.0;5.0;1.0;1;1;288730.0;2.0;1;0;1;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.534673810300256;4.624197768865252;250704.0;6.407472377531587;1;0
144.0;3.0;4.0;65535.0;184.0;224.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;10.0;3072.0;6656.0;0.0;5392.0;4096.0;8192.0;1;1;1;6.0;2.0;6.0;2.0;6.0;2.0;1;1;60003.0;2.0;1;0;1;0;0;0;0;1;0;0;0;262144.0;8192.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;5.467338566091459;0.2990509103346658;10240.0;4.514900878610254;1;0
144.0;3.0;4.0;65535.0;184.0;216.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;37888.0;7168.0;0.0;6944.0;4096.0;45056.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;101157.0;2.0;0;0;0;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;6.207813542349366;2.087102264850074;46080.0;6.046995052116415;1;1
144.0;3.0;4.0;65535.0;184.0;216.0;7.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;69.0;0.0;164352.0;36352.0;0.0;47180.0;8192.0;4096.0;1;1;1;5.0;1.0;0.0;0.0;5.0;1.0;1;1;258662.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;4.0;3.0;0;NoPacker;7.930200789260739;5.775088726818232;201728.0;7.827708897055269;1;1
144.0;3.0;4.0;65535.0;184.0;128.0;3.0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;8.0;0.0;126976.0;8192.0;0.0;135006.0;8192.0;139264.0;0;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;203389.0;3.0;1;0;1;0;1;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;2.0;0;NoPacker;5.790812334071979;0.0;139264.0;5.459766339563295;1;0
144.0;3.0;4.0;65535.0;184.0;248.0;8.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;4608.0;98304.0;0.0;4784.0;4096.0;12288.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;159419.0;2.0;0;0;0;0;1;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;4.0;4.0;0;NoPacker;5.668256476913703;5.377674034701289;103424.0;5.2315951491997845;0;1
144.0;3.0;4.0;65535.0;184.0;184.0;3.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;57344.0;12288.0;0.0;6096.0;4096.0;61440.0;1;1;1;4.0;0.0;3007.0;2.0;4.0;0.0;1;1;70845.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;3.0;0;NoPacker;5.715641360713301;0.0;102400.0;6.147867460591927;0;1
144.0;3.0;4.0;65535.0;184.0;248.0;5.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;2.0;4.0;30720.0;91648.0;0.0;21043.0;4096.0;36864.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;3145728.0;12288.0;23068672.0;36864.0;1;1.0;4.0;0;NoPacker;3.5284617249284054;0.0;123904.0;5.184987387880597;0;1
144.0;3.0;4.0;65535.0;184.0;232.0;6.0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;9.0;0.0;584704.0;3151872.0;0.0;318626.0;4096.0;589824.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;3738940.0;3.0;1;0;1;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;5.0;0;NoPacker;5.985923669149468;2.58101701561275;3737600.0;3.516864753153779;0;0
80.0;2.0;4.0;65535.0;184.0;256.0;8.0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;2.0;25.0;28672.0;29184.0;0.0;18908.0;4096.0;32768.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;60286.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;16384.0;1048576.0;4096.0;1;4.0;4.0;0;NoPacker;0.0;0.0;58880.0;6.843401394157861;0;1
144.0;3.0;4.0;65535.0;184.0;344.0;4.0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;8.0;0.0;3029504.0;3549696.0;0.0;2544488.0;4096.0;3190784.0;1;1;1;4.0;0.0;0.0;0.0;5.0;1.0;1;1;6594476.0;2.0;1;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;6.374205397138695;7.196769443595722;6536992.0;6.358455191445577;1;0
144.0;3.0;4.0;65535.0;184.0;256.0;5.0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;6.0;0.0;184320.0;90112.0;0.0;138062.0;4096.0;188416.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;1;Armadillov1xxv2xx;6.598981904003823;2.712304007385341;274432.0;6.166039991258484;1;0
144.0;3.0;4.0;65535.0;184.0;240.0;4.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;7.0;10.0;49152.0;32768.0;0.0;21034.0;4096.0;53248.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;156145.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;6.441175440496882;1.4890940734617562;90640.0;5.615787541178506;0;0
144.0;3.0;4.0;65535.0;184.0;248.0;4.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;102400.0;24576.0;0.0;105951.0;4096.0;106496.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;1;Armadillov171;5.565541602948483;4.867449090329947;162787.0;6.2325172151549415;1;1
